code,name,province_code,type,is_independent
097315,Mahayag,0973,municipality,False
097317,Margosatubig,0973,municipality,False
097318,Midsalip,0973,municipality,False
097319,Molave,0973,municipality,False
097322,City of Pagadian,0973,component city,False
097323,Ramon Magsaysay,0973,municipality,False
097324,San Miguel,0973,municipality,False
097325,San Pablo,0973,municipality,False
097327,Tabina,0973,municipality,False
097328,Tambulig,0973,municipality,False
097330,Tukuran,0973,municipality,False
097332,City of Zamboanga,0973,highly urbanized city,True
097333,Lakewood,0973,municipality,False
097337,Josefina,0973,municipality,False
097338,Pitogo,0973,municipality,False
097340,Sominot,0973,municipality,False
097341,Vincenzo A. Sagun,0973,municipality,False
097343,Guipos,0973,municipality,False
097344,Tigbao,0973,municipality,False
098301,Alicia,0983,municipality,False
098302,Buug,0983,municipality,False
098303,Diplahan,0983,municipality,False
098304,Imelda,0983,municipality,False
098305,Ipil,0983,municipality,False
098306,Kabasalan,0983,municipality,False
098307,Mabuhay,0983,municipality,False
098308,Malangas,0983,municipality,False
098309,Naga,0983,municipality,False
098310,Olutanga,0983,municipality,False
098311,Payao,0983,municipality,False
098312,Roseller Lim,0983,municipality,False
098313,Siay,0983,municipality,False
098314,Talusan,0983,municipality,False
098315,Titay,0983,municipality,False
098316,Tungawan,0983,municipality,False
099701,City of Isabela,0997,component city,False
101301,Baungon,1013,municipality,False
101302,Damulog,1013,municipality,False
101303,Dangcagan,1013,municipality,False
101304,Don Carlos,1013,municipality,False
101305,Impasug-ong,1013,municipality,False
101306,Kadingilan,1013,municipality,False
101307,Kalilangan,1013,municipality,False
101308,Kibawe,1013,municipality,False
101309,Kitaotao,1013,municipality,False
101310,Lantapan,1013,municipality,False
101311,Libona,1013,municipality,False
101312,City of Malaybalay,1013,component city,False
101313,Malitbog,1013,municipality,False
101314,Manolo Fortich,1013,municipality,False
101315,Maramag,1013,municipality,False
101316,Pangantucan,1013,municipality,False
101317,Quezon,1013,municipality,False
101318,San Fernando,1013,municipality,False
101319,Sumilao,1013,municipality,False
101320,Talakag,1013,municipality,False
101321,City of Valencia,1013,component city,False
101322,Cabanglasan,1013,municipality,False
101801,Catarman,1018,municipality,False
101802,Guinsiliban,1018,municipality,False
101803,Mahinog,1018,municipality,False
101804,Mambajao,1018,municipality,False
101805,Sagay,1018,municipality,False
103501,Bacolod,1035,municipality,False
103502,Baloi,1035,municipality,False
103503,Baroy,1035,municipality,False
103504,City of Iligan,1035,highly urbanized city,True
103505,Kapatagan,1035,municipality,False
103506,Sultan Naga Dimaporo,1035,municipality,False
103507,Kauswagan,1035,municipality,False
103508,Kolambugan,1035,municipality,False
103509,Lala,1035,municipality,False
103510,Linamon,1035,municipality,False
103511,Magsaysay,1035,municipality,False
103512,Maigo,1035,municipality,False
103513,Matungao,1035,municipality,False
103514,Munai,1035,municipality,False
103515,Nunungan,1035,municipality,False
103516,Pantao Ragat,1035,municipality,False
103517,Poona Piagapo,1035,municipality,False
103518,Salvador,1035,municipality,False
103519,Sapad,1035,municipality,False
103520,Tagoloan,1035,municipality,False
103521,Tangcal,1035,municipality,False
103522,Tubod,1035,municipality,False
103523,Pantar,1035,municipality,False
104201,Aloran,1042,municipality,False
104202,Baliangao,1042,municipality,False
104203,Bonifacio,1042,municipality,False
